"Elective waiting times"
"14,954712058046425"
"6,922924804391556"
"5,0827692491859295"
"28,68505480718605"
"14,138305151254201"
"38,479035169149455"
"41,44917164994715"
"34,29703366385422"
"122,3532102905576"
"108,60704016691568"
"129,40758375729723"
"118,56450515512788"
"116,72434959992225"
"124,03982290192369"
"112,9255528811587"
"106,52783843915881"
"78,69401640744735"
"95,22028573594065"
"88,98840340286142"
"117,95096028755682"
"102,99094147541189"
"114,95442881616185"
"83,90817907939959"
"990,1273551865446"
"982,9474666723044"
"994,8617893371185"
"984,4183970949947"
"51,61649166513232"
"49,69375377703289"
"72,87151179053254"
"99,66297223879431"
"99,60573299960915"
"122,4535950135162"
"87,65982190515265"
"114,20165224792868"
"78,62781426980632"
"77,88976380829186"
"157,77315420437557"
"123,676445584791"
"129,15108320374475"
"120,28828049721162"
"115,96204048005274"
"145,40139313406505"
"127,31571579887913"
"152,43517085044112"
"139,56990649440218"
"162,47315023823103"
"139,97570634184848"
"158,02389408761564"
"152,92052804486548"
"177,94127293783458"
"176,16548608950717"
"1087,0169288293791"
"1075,9708189286011"
"1092,1460877961467"
"1073,1530491416174"
"1035,0353070887782"
"1031,8267675370398"
"1059,563825131842"
"1067,9751844102263"
"106,79486761325205"
"129,91803896087444"
"111,48461574840564"
"83,23419541970412"
"97,41972894467874"
"80,526617589003"
"148,09112735190052"
"133,21448292894033"
"142,66210291620897"
"139,69996343399683"
"161,16796673280197"
"173,37538775703172"
"160,24630630650532"
"160,24031948772176"
"159,00063376865177"
"157,85693615591538"
"127,94276164647249"
"107,00713449193034"
"96,06281171738732"
"102,67616086211808"
"88,96914950648909"
"984,4105771331871"
"964,0255562321989"
"23,925999146269493"
"17,851998292538987"
"47,094134274000226"
"45,81374184297182"
"40,17311921912139"
"20,16462551211481"
"4,041812785580163"
"14,631202413000324"
"4,994491259172747"
"29,103048140367378"
"16,1251660425161"
"1205,411877978812"
"1202,824379846174"
"1212,1596041237774"
"1168,293104135414"
"1186,2339635196872"
"1174,4243237028995"
"1201,8368255702615"
"1159,124709544052"
"1134,6682488706304"
"1141,4111953433644"
"1138,2926240045012"
"1162,0871460186693"
"1155,560271641257"
"189,05130008461214"
"246,5932210373897"
"193,9244932295337"
"196,97319071914384"
"194,23231923888335"
"199,0753745979026"
"226,5966772197597"
"208,01225514803969"
"202,24752121979247"
"164,7911465455186"
"194,58042510126532"
"130,7137856534955"
"136,04986980184287"
"104,10811009255099"
"77,03647771743977"
"49,68909107337856"
"955,3696886658656"
"28,821212934295083"
"25,15633977033614"
"42,29107541429721"
"36,4514710577193"
"48,99523584285189"
