"Running average electives"
"697,5210857589559"
"697,5607545533941"
"697,6007571717246"
"697,6401884309988"
"697,6806446361611"
"697,7228984906526"
"697,7640835505331"
"697,801845086772"
"697,8361174145075"
"697,8714150950844"
"697,9058162955683"
"697,9395033616646"
"697,9799309026145"
"697,9473133323079"
"697,9169930504768"
"697,8855122764504"
"697,8562054578134"
"697,8245581002086"
"697,792394210272"
"697,7595061275603"
"697,7265340704919"
"697,6946777636497"
"697,6620063113621"
"697,6311817598054"
"697,5956700364724"
"697,5613604764865"
"697,52674211835"
"697,5644478569629"
"697,5984194331429"
"697,6328086249025"
"697,6649014337371"
"697,6984983416435"
"697,7309033488596"
"697,7622037194602"
"697,7947141822452"
"697,8267608515658"
"697,7728790476938"
"697,7188050532777"
"697,6665949152894"
"697,6122104598536"
"697,5593607439721"
"697,5060789210028"
"697,4518780185708"
"697,397510402646"
"697,3476563101335"
"697,2968926888045"
"697,2469561558963"
"697,1968539685989"
"697,1489282425069"
"697,1007932459889"
"697,0522998386074"
"697,0056766341462"
"696,9587762859065"
"696,9140308296453"
"696,8665188714533"
"696,8189774934315"
"696,7711134872455"
"696,7248368197221"
"696,6712276604304"
"696,6195208406721"
"696,5676488109578"
"696,5176022873726"
"696,4665151024559"
"696,4162414841343"
"696,3681399635678"
"696,3172359770737"
"696,2725101223531"
"696,2272071247938"
"696,1803413956291"
"696,1323030481961"
"696,0841829958096"
"696,03583736901"
"695,9869757688186"
"695,9396518011159"
"695,8916907761027"
"695,8456527285018"
"695,7995812094169"
"695,7550438459219"
"695,7096337876266"
"695,6643140115712"
"695,6160928841972"
"695,6377181629523"
"695,6583022205156"
"695,6809420711518"
"695,7032747790223"
"695,6513502178648"
"695,6013807771872"
"695,5512445351961"
"695,5022611794961"
"695,450716433399"
"695,4010181290349"
"695,3518475560902"
"695,3008175414283"
"695,2536940571579"
"695,2019789018688"
"695,1494628073538"
"695,0962744828205"
"695,0454188340051"
"694,9957053249033"
"694,9446559474429"
"694,8949936277087"
"694,8447027991201"
"694,7940651531427"
"694,7430785245672"
"694,6930681128571"
"694,6418080121803"
"694,5927783488144"
"694,5437188021575"
"694,566018258768"
"694,5852457774006"
"694,5335240975483"
"694,4815922381403"
"694,4290888215995"
"694,3760245210448"
"694,3243573210805"
"694,2723659121522"
"694,2227109846662"
"694,1726730055015"
"694,1246997702037"
"694,076472392274"
"694,0280369450917"
"694,0649349377434"
"694,099029667631"
"694,1346634422517"
"694,1653315515263"
"694,1981802186899"
"694,2297120036753"
"694,2604684380341"
"694,2899204208246"
"694,3191854728159"
"694,3504576927423"
"694,3809843791025"
"694,3405663845527"
"694,301682641504"
"694,2603261379228"
"694,2248624300853"
"694,1884261799194"
"694,1518839328428"
"694,1146408350783"
"694,0781792396498"
"694,0431287775473"
"694,0070145359813"
"693,9721264092146"
"693,9360705357228"
"693,9017527335194"
"693,8655860197294"
"693,8316812994367"
"693,7950187829438"
"693,7591497380188"
"693,7226225971851"
"693,757138653035"
"693,7900478106568"
"693,8238598332752"
"693,8541602970704"
"693,886241358603"
"693,9174457260617"
"693,946817072319"
"693,9757469153371"
"693,9243009652621"
"693,8725170282605"
"693,8220150300705"
"693,7698259119306"
"693,7196859329333"
"693,6706888493827"
"693,6207850109816"
"693,5719071755178"
"693,5183964866675"
"693,4665297963079"
"693,4133052134592"
"693,3661834957819"
"693,3180173755404"
"693,2711494484448"
"693,2196505077414"
"693,1693199349506"
"693,1194313281075"
"693,0690987027647"
"693,0200817873523"
"692,9674050198207"
"692,9152924500528"
"692,8622964054"
"692,8100776066436"
"692,7572367731216"
"692,7743625962428"
"692,721950966772"
"692,6693973354113"
"692,6162106469486"
"692,563449979606"
"692,5110383023346"
"692,4598257864517"
"692,4083055117"
"692,3577770750921"
"692,3068110523717"
"692,2557866773324"
"692,211521106052"
"692,1645283396157"
"692,118974918361"
"692,0689297367198"
"692,0191033041037"
"691,971220486739"
"691,9217007821868"
"691,8743646308737"
"691,826951028885"
"691,7816285279657"
"691,7349655723792"
"691,6871795175988"
"691,6384365253102"
"691,5900357473677"
"691,5379834947494"
"691,5556006974044"
"691,5036254906792"
"691,451793399086"
"691,3995406241474"
"691,3479736528562"
"691,2961283954959"
"691,2460120635302"
"691,1956954776533"
"691,1465908530441"
"691,0997758326957"
"691,0529080699151"
"691,0124218107276"
"690,9713248672896"
"690,9304812999507"
"690,8880685206195"
"690,8471746036411"
"690,8067611482197"
"690,7654493247983"
"690,7246076518688"
"690,6829777578091"
"690,6434269943817"
"690,603761547699"
"690,564337052209"
"690,5239305784155"
"690,4845749811674"
"690,4448400769339"
"690,4763810643607"
"690,5068496551719"
"690,5387384402763"
"690,5696883686579"
"690,6020035707718"
"690,5528416236186"
"690,5054372919543"
"690,4601799716326"
"690,4128971202863"
"690,3675919559314"
"690,3221425685932"
"690,2780888176726"
"690,2314186179816"
"690,186402516566"
"690,1390709599654"
"690,186227822523"
"690,2330171293514"
"690,2789248040795"
"690,3246824145817"
"690,3723046321425"
"690,4141892583593"
"690,4513020023587"
"690,4907079721249"
"690,527743608002"
"690,5660288977592"
"690,603985226944"
"690,6435055324602"
"690,6833974075337"
"690,7224106475032"
"690,763467069644"
"690,7331619493276"
"690,7044945924573"
"690,6747787122622"
"690,6472655272943"
"690,6184189140996"
"690,5886423119647"
"690,561044118067"
"690,5310130060612"
"690,4963995721795"
"690,460563810086"
"690,4252806511325"
"690,3887550006118"
"690,3503740357294"
"690,3112593269507"
"690,3394588682737"
"690,3669504820322"
"690,3965074727166"
"690,4257928344629"
"690,4565095051134"
"690,4832488907839"
"690,508716946421"
"690,5364362205513"
"690,4855466227831"
"690,4342522769138"
"690,3818729008734"
"690,3293669910032"
"690,2790867590273"
"690,228889403813"
"690,1784450991505"
"690,1288951958215"
"690,0789190951774"
"690,0310896851196"
"689,9822621413957"
"689,9345528901725"
"689,8864994222379"
"689,8360532924947"
"689,784309932678"
"689,734005572074"
"689,6841853377782"
"689,6338974024089"
"689,5857284334068"
"689,5369890393516"
"689,4855154567214"
"689,4346567458197"
"689,3850200458801"
"689,3350134996836"
"689,2864734739524"
"689,2360634120635"
"689,1852574341184"
"689,1354446352968"
"689,0852526846219"
"689,0409483374467"
"688,9964710224904"
"688,9538372615423"
"688,9078391010845"
"688,863986330633"
"688,8215692605752"
"688,7788871459885"
"688,737387276666"
"688,6951125654143"
"688,652565505854"
"688,6098220721636"
"688,5691389277588"
"688,525801726712"
"688,4826178052977"
"688,437672400656"
"688,4619856475829"
"688,485376176191"
"688,5093507033237"
"688,4572329246247"
"688,406399026365"
"688,3560861290135"
"688,3048429896799"
"688,2550242298109"
"688,2053339765325"
"688,1550771729915"
"688,1093236398442"
"688,0585687830192"
"688,0100639812031"
"687,959745486446"
"687,9101940952955"
"687,8628195844876"
"687,8151969787608"
"687,767294789311"
"687,7185824386726"
"687,6702471951298"
"687,6193342353895"
"687,5706980998599"
"687,5218685942505"
"687,4745438633438"
"687,427015543755"
"687,4476015353715"
"687,4674540207857"
"687,4894340113515"
"687,4385615842917"
"687,3894332067873"
"687,3396201060623"
"687,2914653349953"
"687,2445301792901"
"687,1963694496956"
"687,1495281594089"
"687,1011356789918"
"687,0540822313185"
"687,0053398805063"
"686,9585270373994"
"686,9114560279726"
"686,9550128738007"
"686,9973941577181"
"687,0414183316109"
"687,0846919108043"
"687,1291912039783"
"687,1719508540144"
"687,2165717057246"
"687,2630990402856"
"687,3092306078465"
"687,3537396020923"
"687,3981208535022"
"687,4445319193229"
"687,4908488386732"
"687,5364606770299"
"687,5881809537002"
"687,6394389552078"
"687,6927572713145"
"687,7456714564233"
"687,8006267699116"
"687,8576210412563"
"687,9139089822439"
"687,9718012141949"
"688,0295606291681"
"688,0839238183968"
"688,1355100077151"
"688,1175041436783"
"688,0982948875455"
"688,081084334898"
"688,0636944909508"
"688,11673155506"
"688,1685844533449"
"688,2223725544163"
"688,2750834201943"
"688,3294473662206"
"688,3836245017004"
"688,4380251184615"
"688,4894678858072"
"688,540307836621"
"688,591879099079"
"688,6429032983368"
"688,6958796641478"
"688,7477397473698"
"688,8004782005548"
"688,8480344874688"
"689,0978184519913"
"689,342794370099"
"689,5888103536448"
"689,8346808751794"
"690,0826395544575"
"690,3299507730559"
"690,5755924948465"
"690,5269435646669"
"690,4770197131654"
"690,4288228142312"
"690,3795958957198"
"690,3321333346546"
"690,2841121569896"
"690,2323148198291"
"690,1843365400637"
"690,1352712001701"
"690,0874844870915"
"690,039428774398"
"689,9936325301082"
"689,9497446481338"
"689,9050462017417"
"689,8626120612519"
"689,8201163289344"
"689,7789119500795"
"689,7376816885742"
"689,6966828422006"
"689,6554572108793"
"689,6143577801954"
"689,5717362987157"
"689,5979068979912"
"689,6237621672236"
"689,651315088317"
"689,6773525608011"
"689,7048298091984"
"689,7278589448382"
"689,7530937175951"
"689,7794090615298"
"689,7338111460415"
"689,6879098745408"
"689,639424784263"
"689,5913405335954"
"689,5445694395925"
"689,4951256277333"
"689,4516665821487"
"689,4029507119179"
"689,3550357638056"
"689,3036398322441"
"689,2541340472512"
"689,2038127322301"
"689,1526133953162"
"689,1005230217125"
"689,0495657577762"
"688,9976229312039"
"688,9477400388125"
"688,8971938756881"
"688,8452836799321"
"688,7955748583034"
"688,7456062413711"
"688,6952191649581"
"688,6462805914848"
"688,5967421457821"
"688,5493227177625"
"688,5024250811551"
"688,4503854121357"
"688,4047343732652"
"688,3586291796522"
"688,3147837156215"
"688,2702865450394"
"688,2274800205255"
"688,1845099708071"
"688,1401036385707"
"688,0954863341975"
"688,0489861519277"
"688,0005045935027"
"687,9506754820484"
"687,9001161568654"
"687,8486319542451"
"687,7990616001395"
"687,7488567650656"
"687,6991527911944"
"687,6493097299185"
"687,5993369810352"
"687,5514589629669"
"687,5033380064792"
"687,4542617996883"
"687,4046405300902"
"687,3535010084038"
"687,3024703032224"
"687,251225486412"
"687,2922973834031"
"687,3331463272274"
"687,3749567034049"
"687,4152887215809"
"687,4576403726381"
"687,4999740957658"
"687,5442609816009"
"687,5895189944944"
"687,6336547764182"
"687,6795577886173"
"687,7248505803385"
"687,7713558463009"
"687,8196476134679"
"687,8656912308293"
"687,9150534247434"
"687,9631931968705"
"688,0132424329444"
"688,0622215686442"
"688,1112932858667"
"688,1613484993097"
"688,2103870113315"
"688,2613772396838"
"688,3122133817344"
"688,3637406749624"
"688,4145439823377"
"688,395488354096"
"688,3735308937081"
"688,3526447665868"
"688,3302601818392"
"688,3776068899514"
"688,4208633624428"
"688,4646873307687"
"688,5053002518621"
"688,5479434918309"
"688,5877617140289"
"688,6279754552417"
"688,6695029901806"
"688,7065144243982"
"688,7445575400116"
"688,7825274475961"
"688,821172448093"
"688,8569842482519"
"688,8938835344306"
"688,9300714789161"
"688,8803620236317"
"688,8304108369003"
"688,779730724861"
"688,7308996067455"
"688,684303489071"
"688,6360418847053"
"688,5885267956455"
"688,5398627946722"
"688,4916175181014"
"688,4455406218156"
"688,3987202214441"
"688,3575033228967"
"688,3152774859842"
"688,2733559944728"
"688,2307428129948"
"688,1900574288123"
"688,1506537420948"
"688,1098140481448"
"688,0692211465378"
"688,026843732777"
"687,9858906365182"
"687,9434705001705"
"687,9026638405403"
"687,8542865068342"
"687,8046263277796"
"687,7535519969248"
"687,7037455452146"
"687,6538985954911"
"687,6059732300093"
"687,5579559275844"
"687,5113575881489"
"687,4657939013849"
"687,419751626466"
"687,3755799521657"
"687,3305450057919"
"687,2867648904112"
"687,2434070547123"
"687,1998567802804"
"687,1622632363176"
"687,1246332955744"
"687,0890835592428"
"687,0507414930611"
"687,0132340873388"
"686,9753551556742"
"686,9359457831179"
"686,8981798841187"
"686,8531161809369"
"686,8068049357256"
"686,7567251543006"
"686,7063544820081"
"686,655818616983"
"686,6056637481769"
"686,6224087832694"
"686,6389008385581"
"686,6573080060045"
"686,6059354051163"
"686,5558166111745"
"686,5047670658222"
"686,4549796921465"
"686,4070142578737"
"686,3590488563229"
"686,3118472529999"
"686,2642039803341"
"686,2182694266537"
"686,1735899868617"
"686,1281985008869"
"686,0871578584037"
"686,0460183862783"
"686,0065943432664"
"685,9653049558411"
"685,9250597576632"
"685,8860479534289"
"685,8460798078031"
"685,807652235164"
"685,7685812170471"
"685,7275200515139"
"685,6864521485776"
"685,6470086614914"
"685,6065257825537"
"685,5665816614821"
"685,5256847049922"
"685,5542689138979"
"685,5803754389771"
"685,6080208459719"
"685,6346582265031"
"685,6629673060147"
"685,6898531762014"
"685,7181253341903"
"685,7468176052199"
"685,7024309035095"
"685,659695929284"
"685,6148947554996"
"685,5678640728382"
"685,5203228232383"
"685,4733534837601"
"685,4252959067959"
"685,4682812879239"
"685,5101834750486"
"685,5537513424836"
"685,5960825652619"
"685,6406321527691"
"685,6837994624861"
"685,7277739574786"
"685,7725437893125"
"685,8169149854866"
"685,8610404330511"
"685,9049013210818"
"685,9496109575608"
"685,9956864649153"
"686,0413818884829"
"686,0933736789704"
"686,145296758541"
"686,1968006925746"
"686,2454206158822"
"686,2921759414478"
"686,3409920652051"
"686,3889284771334"
"686,4379377196859"
"686,4865518471581"
"686,5365353540361"
"686,5187477014762"
"686,500323553485"
"686,4815747147144"
"686,4644325690275"
"686,4467160894928"
"686,4923210446462"
"686,5368746946143"
"686,5834796166097"
"686,6275296611688"
"686,6732849420315"
"686,7190090841607"
"686,7665671846889"
"686,8159323910465"
"686,8650580722588"
"686,9161038751554"
"686,9665506788554"
"687,0187029258972"
"687,070283796742"
"687,1214372072636"
"687,1698744382002"
"687,4163583375007"
"687,6625207952393"
"687,9057056548388"
"688,148722224261"
"688,3925555764204"
"688,6362754869092"
"688,8809476858365"
"689,1265821417122"
"689,3704931056856"
"689,6140025011468"
"689,8567234641304"
"690,1015005563502"
"690,0649006979814"
"690,0228350970983"
"689,9867064673917"
"689,9477890251064"
"689,9107203077812"
"689,8733517527169"
"689,8356500004124"
"689,7997567677207"
"689,7618779967801"
"689,7252582656679"
"689,6875844178631"
"689,6507027805268"
"689,613668065154"
"689,5784139384587"
"689,54305627289"
"689,509175600999"
"689,4752641451755"
"689,5098792474843"
"689,5439987916175"
"689,5789033283044"
"689,6117486190518"
"689,6421150166769"
"689,6714182927212"
"689,702746825915"
"689,7328926965816"
"689,7591915230128"
"689,7163208688464"
"689,6727740227302"
"689,6268373234968"
"689,5826003264061"
"689,5337485789361"
"689,4878219313351"
"689,4418146686062"
"689,3978712646817"
"689,3535448064541"
"689,3102767930167"
"689,2673795670997"
"689,2200111489242"
"689,1729712698803"
"689,1244758067824"
"689,0737006516026"
"689,0227891037904"
"688,9730364281714"
"688,922685112891"
"688,8724390037859"
"688,8231680788102"
"688,7738453636298"
"688,7260981525359"
"688,6798711923574"
"688,6320519220453"
"688,5862473284421"
"688,5392153838645"
"688,4937780649614"
"688,4500352954593"
"688,4030508366236"
"688,3615563796429"
"688,3184024531291"
"688,2748281515728"
"688,2283164549759"
"688,1836636605466"
"688,1401306416171"
"688,095768827322"
"688,0489856961035"
"688,0009899066705"
"687,9542467197244"
"687,9047875017819"
"687,8559449545185"
"687,8085142702542"
"687,7602634206263"
"687,7106796492445"
"687,6617383745838"
"687,6126831616707"
"687,5635584869008"
"687,6043328971693"
"687,6445371752337"
"687,6854256774384"
"687,7256416826833"
"687,7641535200835"
"687,8007409384953"
"687,8389636828823"
"687,8789017491584"
"687,9133950737737"
"687,9495509662416"
"687,984294338499"
"688,0205040037259"
"688,0575366554935"
"688,0938910834917"
"688,1356504751103"
"688,1765130014212"
"688,2191404177846"
"688,2612415220932"
"688,3052093973979"
"688,3506603150327"
"688,3282311544378"
"688,3075697778845"
"688,2845153143467"
"688,263193160021"
"688,2418138175121"
"688,2225752466891"
"688,2027806442094"
"688,1846585607449"
"688,1624871586928"
"688,2067380646356"
"688,2492569982702"
"688,2936674871235"
"688,3372740315436"
"688,3761143872853"
"688,4116265995947"
"688,4463434499683"
"688,481926537717"
"688,5147118808734"
"688,5486937597884"
"688,5823144100644"
"688,6180414220152"
"688,6534895864277"
"688,6910084036763"
"688,7284846974042"
"688,6792266174543"
"688,628531119075"
"688,5799383167997"
"688,5321015121515"
"688,4817276950354"
"688,4327923996997"
"688,3830150115185"
"688,3395894252337"
"688,2958900410379"
"688,2543109058158"
"688,2099386157546"
"688,1650534965843"
"688,1216604649151"
"688,0772295469314"
"688,0323529559678"
"687,9872632563504"
"687,9442393531608"
"687,899667046598"
"687,8551474958393"
"687,8100875429685"
"687,7632975261423"
"687,7154736823807"
"687,7338050555396"
"687,7521182266391"
"687,7720147268658"
"687,790216217655"
"687,741938112527"
"687,6920660089007"
"687,6440933472475"
"687,5979197809768"
"687,5510696472421"
"687,5052403138552"
"687,45937937829"
"687,4147600124244"
"687,371381942423"
"687,3259274005756"
"687,2858568620615"
"687,2446104091998"
"687,2044380720309"
"687,1639291466936"
"687,1228376525127"
"687,0818746894748"
"687,0404104585124"
"686,9999718770785"
"686,9569479158095"
"686,9149914608855"
"686,8709286960216"
"686,8287046753233"
"686,7846652143895"
"686,7415499038425"
"686,6946594604647"
"686,7145741806106"
"686,7342619403292"
"686,6858683118937"
"686,6372854159974"
"686,5908312197187"
"686,543676509438"
"686,4964447798405"
"686,4483228206973"
"686,3998187234471"
"686,3533251987727"
"686,3034090578915"
"686,2533198981721"
"686,2043383854124"
"686,159798383411"
"686,1146693671751"
"686,0717047913726"
"686,0270596478307"
"685,9844441006204"
"685,9435243975414"
"685,901960834417"
"685,8610585852963"
"685,8196741068433"
"685,7792565411972"
"685,7382709692414"
"685,6981057382087"
"685,6574201643111"
"685,618890865288"
"685,5785999812812"
"685,6053778265516"
"685,6320062272017"
"685,6593473265102"
"685,6861985289969"
"685,7151331281301"
"685,7432113492125"
"685,7721724579609"
"685,8018047428707"
"685,7599991457665"
"685,7180723215306"
"685,6758713995316"
"685,6353776521238"
"685,5947826036187"
"685,5561515013259"
"685,5166667509659"
"685,5666683773815"
"685,6103743694804"
"685,6555780564912"
"685,6986830979214"
"685,741021323412"
"685,7830016413434"
"685,8257735501335"
"685,8697340260779"
"685,9136165862459"
"685,9585744065278"
"685,9991731791735"
"686,0415216230807"
"686,0858379329497"
"686,1290537929883"
"686,1788245645505"
"686,2249423720203"
"686,2723987826838"
"686,3160414459911"
"686,3592380059239"
"686,4042297245936"
"686,3785273338428"
"686,3533815399308"
"686,3260263176925"
"686,3004704976947"
"686,2734410544638"
"686,2471501422463"
"686,2197298868304"
"686,1924476757796"
"686,1641538465385"
"686,2017225244185"
"686,2383838488786"
"686,274852639471"
"686,3112894168495"
"686,3495369894957"
"686,3872486481081"
"686,4267486316019"
"686,4676608875827"
"686,5074872644603"
"686,5483995236418"
"686,5885094808441"
"686,6303711796202"
"686,6714131916721"
"686,7122925727142"
"686,753021072819"
"686,9874139869728"
"687,221623170961"
"687,456227447913"
"687,4080614685059"
"687,3618971851852"
"687,3151173619231"
"687,2691878986693"
"687,2239335055898"
"687,1785081308716"
"687,1349702745872"
"687,0906917085133"
"687,0480211303287"
"687,0070039985451"
"686,9636939506768"
"686,9250794966573"
"686,8822831837646"
"686,8363158480329"
"686,7893620662885"
"686,7445587968148"
"686,7009290628431"
"686,6566970638324"
"686,6134161921487"
"686,5700274210535"
"686,5267163816709"
"686,4833492153848"
"686,4417777554239"
"686,3989236905855"
"686,357438588036"
"686,3146498226213"
"686,33542232005"
"686,3549919218492"
"686,3071421630389"
"686,2585513163522"
"686,2108418806633"
"686,1621446347214"
"686,1147123082346"
"686,0658393819934"
"686,0188262180199"
"685,9726169895515"
"685,9264005548193"
"685,8864782933066"
"685,8465009301992"
"685,8058949473201"
"685,7630297102662"
"685,7216991056207"
"685,6809380474833"
"685,6383326766372"
"685,5978811930432"
"685,5561277919687"
"685,5159368619873"
"685,4747467789618"
"685,4341304193441"
"685,3934283789964"
"685,3547372180273"
"685,3153188146458"
"685,3431373458284"
"685,3695298323336"
"685,3955353499764"
"685,4196937139836"
"685,4441093550341"
"685,4677459495805"
"685,4934518451824"
"685,521068460777"
"685,5471302304701"
"685,5064914983553"
"685,465468043837"
"685,4261315288437"
"685,3879978208391"
"685,3483446029106"
"685,3141263724647"
"685,2794394762377"
"685,2462539047204"
"685,2109348403009"
"685,1777716062579"
"685,1444942772127"
"685,1106865999075"
"685,0781751365763"
"685,0454932682693"
"685,0146527172773"
"684,9829954416648"
"684,9530200524514"
"684,9225302520384"
"684,8927858339282"
"684,861660816306"
"684,8979567993034"
"684,934170832925"
"684,9720261276864"
"685,0070894792423"
"685,0431179027959"
"685,079004775614"
"685,1168333128755"
"685,1543089161529"
"685,1898086594965"
"685,2272200804432"
"685,2642215502806"
"685,3007999539007"
"685,2629652986833"
"685,2266318533592"
"685,1884812334661"
"685,2360645303928"
"685,2831818679259"
"685,3323426214208"
"685,3795613220282"
"685,4282861789636"
"685,4763775039344"
"685,5260918809356"
"685,5775613478053"
"685,6278561421445"
"685,6786822676603"
"685,7292962525286"
"685,7807934813844"
"685,8336842702939"
"685,8854510906439"
"685,9410985855781"
"685,9930322569194"
"686,0470955377893"
"686,0996921522127"
"686,1527358654113"
"686,2074719940504"
"686,261442419052"
"686,3162596306624"
"686,3701732159738"
"686,4260817588851"
"686,4817808335395"
"686,5384526030579"
"686,5228251287851"
"686,5061695944216"
"686,4890114095826"
"686,5388510784906"
"686,5881982852827"
"686,6382332836829"
"686,6867220537391"
"686,733805700065"
"686,7797586106919"
"686,8267330006048"
"686,8754757714466"
"686,9242004447167"
"686,9744817604242"
"687,0238873278003"
"687,075064068826"
"687,1259349627946"
"687,176900510748"
"687,2275923794651"
"687,4650965748633"
"687,7005744843243"
"687,9376719366287"
"688,1732351676382"
"688,4108838374775"
"688,6454376889294"
"688,5998093866101"
"688,5549404424618"
"688,5100247123877"
"688,466578032969"
"688,4219086501934"
"688,3773841131577"
"688,3338830947396"
"688,2898883112246"
"688,2451108584611"
"688,1981887686778"
"688,1522254231967"
"688,1051898079822"
"688,0582628310273"
"688,00933444958"
"687,9613514888223"
"687,9134109925404"
"687,8656581230935"
"687,8176244411297"
"687,7702542415512"
"687,7227212230852"
"687,675992066752"
"687,6281267939088"
"687,581826140379"
"687,5355002174405"
"687,4888609145625"
"687,4425087454944"
"687,393832465389"
"687,3510573381157"
"687,3078658774956"
"687,2664374769554"
"687,2249036191268"
"687,1853639256378"
"687,1469368115211"
"687,1071915450547"
"687,069462886014"
"687,0312929007913"
"686,990478971911"
"686,9479054882852"
"686,90725350351"
"686,8661473816405"
"686,8268951304769"
"686,7830524838796"
"686,8045181945822"
"686,7571538847983"
"686,708301474442"
"686,6612291838427"
"686,6135195373199"
"686,5677807219122"
"686,524167378697"
"686,478263001749"
"686,4323910192264"
"686,3848943579513"
"686,3388481745484"
"686,2943305790873"
"686,2494702622017"
"686,2099837724456"
"686,1660600681524"
"686,1239728226286"
"686,0799317688143"
"686,0368290320134"
"685,9930846055076"
"685,9474703620665"
"685,9013559229967"
"685,853548978125"
"685,8062744771925"
"685,7574625164533"
"685,7102103657555"
"685,6613885791184"
"685,6790209831075"
"685,695987944504"
"685,7149642417421"
"685,7337660413287"
"685,6847656722889"
"685,6373641274539"
"685,5896834407012"
"685,5419074060745"
"685,4961983281358"
"685,4503862454677"
"685,4066258224705"
"685,3601439200824"
"685,3151920464784"
"685,2701415250964"
"685,3058042752867"
"685,3403083383429"
"685,3763019190734"
"685,4122585358641"
"685,4490360739633"
"685,4854261225192"
"685,5235363026846"
"685,5637856312939"
"685,6017675487391"
"685,6412443527853"
"685,6793499880962"
"685,7153346601931"
"685,7518296021448"
"685,7882420558809"
"685,8310588460755"
"685,8725696872071"
"685,9159386263353"
"685,9585048559968"
"686,0027548634979"
"685,979544855644"
"685,955984957746"
"685,9317719252006"
"685,9074691761722"
"685,8850955126852"
"685,8624575753288"
"685,8380627163209"
"685,8104597431349"
"685,7844276733346"
"685,7576372704058"
"685,797030258158"
"685,8362829565478"
"685,8742329552523"
"685,910924465654"
"685,9472505288862"
"685,9820219039304"
"686,0168139698551"
"686,0532598090483"
"686,0889459929797"
"686,1263372505534"
"686,1632791477596"
"686,2011958492611"
"686,2354025557863"
"686,2715746800621"
"686,3076471240406"
"686,534474410097"
"686,7593076140374"
"686,9853993834744"
"686,9380583284602"
"686,8896602865092"
"686,8434100750202"
"686,7992183265306"
"686,7546228060181"
"686,7111028042242"
"686,6673204417168"
"686,6248520569654"
"686,5837370522156"
"686,5425040042373"
"686,5043994838311"
"686,4652103955866"
"686,4273215206763"
"686,3869352437381"
"686,3474093939961"
"686,3098126325444"
"686,2706664587876"
"686,232510675432"
"686,1929778316818"
"686,1550941053058"
"686,115046571565"
"686,0739448719607"
"686,0305013725962"
"685,9872984202607"
"685,9439200326128"
"685,9665975899836"
"685,9890315805162"
"686,0131549814671"
"686,0371951445316"
"686,0615096284661"
"686,0846184925415"
"686,1091815239345"
"686,1357261159885"
"686,0944507315843"
"686,0540996462286"
"686,0106115848444"
"685,9691665248146"
"685,9290912760114"
"685,8889845553929"
"685,853450449238"
"685,8164070838541"
"685,7796624648425"
"685,7425925573862"
"685,7026011183104"
"685,6644778100336"
"685,6254022684736"
"685,5877448760664"
"685,5498150946596"
"685,5130378390593"
"685,4746582142556"
"685,4384094519395"
"685,4008631396235"
"685,3625929812488"
"685,3242980839269"
"685,3504292812985"
"685,3765182178158"
"685,398847404908"
"685,4179361062876"
"685,4377762114718"
"685,3914166219955"
"685,3467236705915"
"685,3024608491208"
"685,2578141390355"
"685,2135236308924"
"685,1678157282046"
"685,1239921355545"
"685,0822853831631"
"685,0400755545152"
"685,0038591014401"
"684,9671447693667"
"684,9320233634934"
"684,8955221488046"
"684,859019138348"
"684,8201873967828"
"684,7809253793062"
"684,7435633197032"
"684,7004225865354"
"684,6583336326835"
"684,6147930892446"
"684,5683394132767"
"684,5203823234659"
"684,4734343951668"
"684,4264738210697"
"684,3786876582807"
"684,3305041856241"
"684,284444932564"
"684,2391781911999"
"684,1920728442174"
"684,2287810525002"
"684,2625203917646"
"684,2975220190854"
"684,3322939124387"
"684,369016058622"
"684,4022453984004"
"684,4375443494216"
"684,4742688450548"
"684,5092215294735"
"684,5460012545288"
"684,5827484245186"
"684,6205963549679"
"684,6596870408177"
"684,6983920524347"
"684,7429612794114"
"684,7858547573827"
"684,8307749349635"
"684,873558990238"
"684,9170772429649"
"684,9603999364973"
"684,939165524698"
"684,9194908671686"
"684,8988602664676"
"684,8798535836959"
"684,8599422086618"
"684,8363929637482"
"684,8116553406289"
"684,7842650652688"
"684,7542318112475"
"684,7895818709839"
"684,8245912603927"
"684,8616436122038"
"684,8981294523908"
"684,9365781091232"
"684,9729516147478"
"685,0113644428285"
"685,0501984619912"
"685,0870943439877"
"685,1249494795786"
"685,1601639906056"
"685,1973390053579"
"685,234308293417"
"685,2729656810895"
"685,3101455517059"
"685,2636359520124"
"685,2169513842376"
"685,1690369775283"
"685,122244778248"
"685,0745533600511"
"685,028363409072"
"684,9811585794488"
"684,9360683440833"
"684,8916090386225"
"684,8447011036989"
"684,8034456652134"
"684,7612747416181"
"684,7207445427866"
"684,679672019153"
"684,6396337538532"
"684,6006918300398"
"684,5602109239378"
"684,5180660210112"
"684,4730465604042"
"684,4273423895542"
"684,3815396169"
"684,3376715357691"
"684,2919892836345"
"684,2474179619088"
"684,2011330433116"
"684,2203469385045"
"684,2363292088052"
"684,1897149734156"
"684,1420997373434"
"684,0953712811395"
"684,0494916712227"
"684,0034279115984"
"683,9555100162826"
"683,908990370341"
"683,8640133035012"
"683,818657091235"
"683,7772494080057"
"683,7343593076167"
"683,6915321290863"
"683,6486961150148"
"683,6072775928094"
"683,5669991182267"
"683,5260852579487"
"683,484743389723"
"683,4393496972899"
"683,3955699640584"
"683,3507011563984"
"683,3052830787658"
