"Running average electives"
"502,7197677115883"
"504,1349812636524"
"505,55016553026405"
"506,9506044602704"
"508,3920545858248"
"509,77489994296286"
"511,1954018959105"
"512,5570048663415"
"513,9547753402571"
"515,2871635144942"
"520,8037179555012"
"526,2528079246224"
"531,68947149334"
"537,0513416036425"
"542,4276751555205"
"547,7853315922238"
"553,1724269793076"
"558,556574779448"
"563,8694176046866"
"569,1756337473217"
"574,4466989829059"
"573,8350336391136"
"573,2608978451761"
"572,6676512617911"
"572,2084793204434"
"571,7479581220402"
"571,3006406968693"
"570,8461443013829"
"570,4036428613995"
"569,9998101549884"
"569,5521609501749"
"569,1273992452178"
"568,6747482450135"
"568,2646007557445"
"567,7655340412317"
"567,3074318336891"
"566,8152879657878"
"566,3342085972937"
"565,7649593117778"
"566,5841444944724"
"567,383975775287"
"568,2128703965342"
"568,9942260462471"
"569,7700371180387"
"570,5317604965687"
"571,3043596228604"
"570,6251443775086"
"569,913003861292"
"569,2422542332693"
"568,5340249600938"
"567,8393543132067"
"567,1829910521835"
"566,5271522478944"
"565,9548968091947"
"565,3637614868246"
"564,7985730928945"
"564,152987079682"
"563,5247183670737"
"562,939396879433"
"562,3356596741692"
"561,753716886465"
"561,1210440794566"
"560,5314761068918"
"559,883331938241"
"559,2324211266474"
"558,5371688706455"
"557,8533887547297"
"557,1628550254778"
"557,8109532169709"
"558,4545408707945"
"559,1269520849243"
"559,7511643154696"
"560,4128608975999"
"561,0557184579601"
"561,7152645121738"
"561,0516881240359"
"560,3830148392638"
"559,7587550633654"
"559,1255523069254"
"558,5364820107227"
"557,9853488495683"
"557,4024187257585"
"556,9099647466006"
"556,4155260089964"
"555,9377637787372"
"555,4078874975414"
"554,8789691191164"
"554,3826289448228"
"553,884237886072"
"553,3874887567869"
"552,8292147815752"
"552,2860625484735"
"551,7247822245314"
"551,1952919084442"
"550,6658035489645"
"550,1311351667532"
"549,5926792570494"
"550,3224039721299"
"551,0448588238897"
"551,803608281649"
"552,554379185612"
"553,3052614677617"
"554,0341551847991"
"554,7936166511354"
"555,5757697737816"
"556,3526872621591"
"557,1642970913091"
"557,965971736775"
"558,8012779052348"
"559,6215839628215"
"560,4770540020749"
"561,3285480524521"
"562,476693515614"
"563,6171447238879"
"564,7914689307652"
"565,9490146135811"
"567,1132993556105"
"568,199131711876"
"569,3166858840091"
"570,4714571729695"
"571,6019920498115"
"572,7663134344632"
"573,9173218084072"
"575,1009056793415"
"576,0873786585014"
"577,0492182399802"
"578,114554722591"
"579,1586497631889"
"580,2029569097233"
"581,2189276719425"
"582,2646100947768"
"583,3441705793668"
"584,4018529411612"
"585,4627502236256"
"586,502035903649"
"586,3177873507774"
"586,0455063542231"
"585,8084240248041"
"585,5169220834979"
"585,2258108547117"
"584,8769170338518"
"585,6962396117768"
"586,507009480696"
"587,3540297804257"
"588,1917652987744"
"589,0626547032896"
"589,9246127400443"
"590,8228279528425"
"591,6464776891052"
"592,4645785504135"
"593,3150378053313"
"594,1582922682979"
"595,0304667226508"
"595,8764151097135"
"596,7197101345151"
"597,5561235088448"
"601,8027943298226"
"606,029018877957"
"610,2719587153009"
"614,5034740835526"
"618,7587627151896"
"623,0010605825247"
"627,2562087347916"
"631,503107125317"
"635,727254641042"
"639,9697462380177"
"644,1715818456034"
"648,3698973012062"
"652,5952283085004"
"656,8073781047981"
"656,35762126724"
"655,9054434044384"
"655,4559536861137"
"655,0047031171028"
"654,5818221282761"
"654,177321850125"
"653,7680497709679"
"653,3835276561741"
"652,9898636672037"
"652,6178030658574"
"652,1743946988461"
"651,7416876819692"
"651,2643590329686"
"650,7749677995853"
"650,2861169917943"
"650,9382891739432"
"651,5573403177073"
"652,1641401433462"
"652,7688325013928"
"653,381698982676"
"653,9897044291027"
"654,6317696604142"
"655,2818876602968"
"655,9125062370194"
"656,5268906853345"
"657,1308974635028"
"657,7664084973277"
"658,4229461763163"
"657,8744912540926"
"657,4166977055389"
"656,8709104754791"
"656,3307838375434"
"655,7096940489108"
"655,1123000741194"
"654,544596654453"
"653,9549648300049"
"653,3564410820704"
"652,6978732770324"
"652,06278051655"
"651,4251493394032"
"650,8176318451226"
"650,1956522872463"
"649,5971996031631"
"648,9898974032358"
"649,4415322594044"
"649,8833900381259"
"650,358998172408"
"649,6178907923123"
"648,8980746472677"
"648,1596396133323"
"647,4445354560131"
"646,733580169495"
"646,0227195684768"
"645,3203847578495"
"644,6083651924781"
"643,9331594289786"
"643,293626513684"
"642,6237197433725"
"641,981005094241"
"641,3010842584807"
"640,6470517232601"
"639,9075818443836"
"639,1638308833639"
"638,4376542668147"
"637,6999451731114"
"636,988744548012"
"636,2751557271831"
"635,569960709925"
"634,8616152125329"
"634,1890319838486"
"633,5139824046887"
"633,9027563662306"
"634,287552751126"
"633,5912522827771"
"632,8880105711368"
"632,173691958902"
"631,4868607249803"
"630,7823580226001"
"630,082955666781"
"629,3826147065255"
"628,6883157789146"
"627,9808878534906"
"627,3019911335905"
"626,6156990330289"
"627,3258278873295"
"628,0072761782079"
"628,71185478092"
"629,3621539535671"
"630,0307011298406"
"630,6740018750869"
"631,3470106302797"
"632,0484764821056"
"632,6150354654305"
"633,1461317337938"
"633,6410416087307"
"634,147367199108"
"633,6536408861442"
"633,160238165079"
"632,7497142964597"
"632,2745657505595"
"631,8201783111541"
"631,3642093351189"
"630,9166204115301"
"630,4812110129056"
"630,0278443694095"
"629,5786930238635"
"629,0994968190952"
"628,6508558481266"
"628,1958408388284"
"627,7395729232751"
"627,2334440282551"
"626,7445475540641"
"626,226959372196"
"626,7135529747832"
"627,1976252877951"
"627,6876790897797"
"628,165062059407"
"628,6707437086717"
"629,1571873798468"
"629,6477826171447"
"628,9821429019269"
"628,3030499126432"
"627,6470958954451"
"627,0089804216698"
"626,3721275360641"
"625,7150918680754"
"625,0474639135986"
"624,4082021766807"
"623,8008017992611"
"623,1719434059786"
"622,6273750606441"
"622,0741242288287"
"621,5475063893709"
"621,0134702206087"
"620,5110656074393"
"620,0289335794703"
"619,5430952541705"
"619,0804931187322"
"618,6164127232682"
"618,1684967067516"
"617,7100608872347"
"617,2826584127997"
"616,8058600979609"
"616,3586811367304"
"615,8717186657094"
"616,3728272471332"
"616,8515244358485"
"617,3482316616868"
"617,8172372359438"
"618,2884763407205"
"618,7471501167614"
"619,1727609749707"
"618,6214003222728"
"618,0612128276298"
"617,5310599402043"
"616,9946466100336"
"616,4652553569143"
"615,9633075542597"
"615,4524427097327"
"614,9849484231748"
"614,5051695676847"
"614,0258015876894"
"613,5312433200514"
"613,0654406089924"
"612,6173753854072"
"612,1147969480219"
"611,582590832087"
"611,0490060147346"
"610,5233885405144"
"609,9965376300263"
"609,4479272625592"
"608,898936917381"
"608,3605492158636"
"607,8208930688022"
"608,2330111271561"
"608,6397050783327"
"609,0748559554901"
"609,4863696213417"
"608,9180452799395"
"608,3173804878523"
"607,7071345590371"
"607,1049733281409"
"606,4949813403482"
"605,9048882652471"
"605,3088030831022"
"604,7414492632543"
"604,1711389584746"
"603,6505904943472"
"603,1300457434443"
"602,629972386034"
"602,1273829239032"
"601,6551559094005"
"601,2038119400729"
"600,7489615430009"
"600,31739535578"
"599,8860749138961"
"599,4275501468405"
"598,9660242163388"
"598,5317576873118"
"598,0636318222896"
"597,617849933379"
"597,1689593451786"
"597,6485962889363"
"598,0905793890037"
"598,530729225089"
"598,9498556478533"
"599,3591481678587"
"599,7657495407184"
"600,1839396267432"
"600,6237537299097"
"600,1370047751199"
"599,6673633950926"
"599,1621579589677"
"598,6656339734838"
"598,1624546055186"
"597,6824819446584"
"597,1989726358864"
"597,9027467689178"
"598,593797896424"
"599,2696371309571"
"599,9403560994409"
"600,6208811687633"
"601,290067762047"
"601,9553221067664"
"602,6278632864565"
"603,2974702761411"
"603,9888936343383"
"604,6731554367292"
"605,3662146963654"
"606,0779417483623"
"606,7615488630529"
"607,5252614581425"
"608,2854324380272"
"609,0695157736058"
"609,8508927689955"
"610,653313986977"
"611,4405580619847"
"612,2087223152137"
"612,9998601162994"
"613,7789927442409"
"614,5739040218681"
"615,3517774226086"
"616,1479816757522"
"616,9367567751398"
"617,7474441864457"
"618,5414662268278"
"620,221865531851"
"621,8881559470349"
"623,5769381357193"
"624,3756451208542"
"625,1935754511532"
"625,976484029212"
"626,7643941347409"
"627,5682100852063"
"628,3428572444691"
"629,1174552703246"
"629,8811784418835"
"630,6626084811382"
"631,4362887073554"
"632,2306516161577"
"633,0127574233406"
"636,2961975976046"
"639,5634975938301"
"642,8312366171833"
"646,0802080636695"
"649,3320123343086"
"652,553389303749"
"655,7871648240153"
"659,0005300119444"
"662,1801972029466"
"665,3817894102089"
"664,890940545351"
"664,4069579474415"
"663,9503613589379"
"663,475721848906"
"663,0546907311011"
"662,6258923159312"
"662,2241581495707"
"661,8181869516766"
"661,4270779380779"
"661,0408621689642"
"660,640227787939"
"660,2187380635493"
"659,7833730036393"
"659,3732412641344"
"658,9539308898819"
"658,5416870948283"
"658,126301271435"
"657,7174802185616"
"657,3078913467662"
"657,7422027960648"
"658,1333171836097"
"658,5347084632185"
"658,8864338920761"
"658,3180382869251"
"657,7415896240838"
"657,1846114252145"
"656,5900204405714"
"656,0126514269491"
"655,4404776068777"
"654,8667060307354"
"654,3155503838161"
"653,7863080106625"
"653,2305574802193"
"652,7006981381979"
"652,15148001442"
"651,6303778492776"
"651,0806983139904"
"650,4969416571341"
"649,9287367482783"
"649,3638123585371"
"648,8098049625052"
"648,2534272956897"
"647,7228301621575"
"647,1806276335071"
"646,620052841621"
"646,0826499106915"
"645,5327339188899"
"645,0633356952243"
"644,5769879241509"
"644,1177321289562"
"643,6262460909688"
"643,1619889745728"
"642,7061312749422"
"642,211750134496"
"641,718570954811"
"641,2163651158911"
"640,7352751392901"
"640,2440226836284"
"639,7539623529832"
"639,2629710453698"
"638,7766341271104"
"638,2752565249951"
"638,5921454124193"
"638,9083380177013"
"639,2308771725353"
"639,5274408019784"
"639,8459317467978"
"639,3178550533222"
"638,8042518961831"
"638,3101863403147"
"637,8104290410654"
"637,3369650580514"
"636,8590914698634"
"636,386553052087"
"635,9130279970096"
"635,4619136336224"
"635,0104862348232"
"635,624637736763"
"636,2307018236309"
"636,8338350732353"
"637,3997020616823"
"637,9881547374824"
"638,5594086948985"
"639,1528480399805"
"639,7627547715132"
"640,3461057584982"
"640,9522953310111"
"641,5275885160264"
"642,1013951761652"
"642,6649415409892"
"643,2184304116506"
"643,8445748520284"
"644,4624309073552"
"645,0718274315614"
"645,658132886127"
"646,2620574798474"
"646,8868152003027"
"647,5086472422438"
"648,1458554707206"
"648,7449901800264"
"649,3558058370385"
"649,9636197480432"
"649,7999109463963"
"649,5856213190773"
"649,3397171401467"
"649,0575969269876"
"649,567389343658"
"650,0557718522207"
"650,5658143669002"
"650,9743139797478"
"651,3615212510229"
"651,7017422485161"
"652,0308684550051"
"652,3829428014789"
"651,8523668090287"
"651,3150357042234"
"650,7986148220851"
"650,2707456010771"
"649,7684274678796"
"649,2694607450929"
"648,7698210848334"
"648,2915113987646"
"647,7769516288093"
"647,2820554137279"
"646,799974073643"
"646,3169464940961"
"645,8924645537182"
"645,458653838339"
"645,0469561350754"
"644,6230137166066"
"644,2223490565464"
"643,8273774839308"
"643,4067607012388"
"642,9241872505692"
"642,4199112881445"
"641,9329081216758"
"641,4043740983313"
"640,8795085204292"
"640,349670489794"
"639,8240623391284"
"640,0527563595351"
"639,5408825073122"
"639,0217797391425"
"638,5146323898663"
"637,9957305006498"
"637,4808342131607"
"636,9612745608594"
"636,4475288366824"
"635,9558408797207"
"635,4470119641782"
"635,0064433561364"
"634,5338209386244"
"634,0685802019865"
"633,5819465292452"
"633,1032869332487"
"632,6467523166875"
"632,1895635014272"
"631,7479831320932"
"631,2574483496473"
"630,7544170079129"
"630,2438546242043"
"629,7572938638825"
"629,2633459598505"
"628,7706377019315"
"628,2742020504604"
"627,7984743910182"
"627,3068042818614"
"626,8367972500063"
"626,3401263363329"
"625,8683136294093"
"625,3868053888883"
"624,8974518281647"
"624,4603950330882"
"624,0051829660238"
"623,5581357544468"
"623,0991455622852"
"622,6303393391406"
"622,1690007332758"
"621,690132312414"
"621,2282225712219"
"620,7635295872345"
"620,3186262696211"
"619,8728621629074"
"619,4271290093834"
"618,946890258093"
"618,48512666678"
"618,0227162424868"
"618,2953586218916"
"618,526533850483"
"618,050857014249"
"617,5805037718454"
"617,090614455931"
"616,6102869348448"
"616,1387443888084"
"615,672015032451"
"615,2007270426706"
"615,7036287110395"
"616,203106798198"
"616,7111746688175"
"617,2104744717776"
"617,7249831720665"
"618,2269479750182"
"618,75032996673"
"619,2778888965422"
"619,8030883131894"
"620,3094009771431"
"620,8087902396452"
"621,3213363650783"
"621,8500789401298"
"622,3733349085801"
"622,9254711830602"
"623,4601260865"
"624,0136807691939"
"624,5408481882425"
"625,0514823051719"
"624,8601929129928"
"624,6452290992712"
"624,4371970306861"
"624,2121729286082"
"624,0102530238419"
"623,8026079023542"
"623,6080861332468"
"623,4127936123466"
"623,2171427568073"
"623,0097802592769"
"623,5194822075505"
"624,0238994368201"
"624,5506471698019"
"625,0723884269169"
"625,6131372756198"
"626,1514064399937"
"626,6910736874473"
"627,2478989457437"
"627,7963326744947"
"628,3414596089143"
"628,8568759476634"
"629,3478232538122"
"629,8365430810497"
"630,336542247027"
"630,8278798481282"
"633,3546002434897"
"635,8624956919258"
"638,3893900397292"
"640,9084736925939"
"643,4366984214284"
"645,9479802822292"
"645,5215047131733"
"645,0897950926488"
"644,6464136720507"
"644,2238919946952"
"643,7937532151703"
"643,3856179695724"
"642,9543542435304"
"642,5141105108178"
"642,141786502833"
"641,7314965499628"
"641,3435501735877"
"640,9466972460825"
"640,5603003930287"
"640,194416410194"
"639,8025939644575"
"639,4242642751483"
"639,0313315176047"
"638,6590656243534"
"638,2818600461776"
"637,9067853211628"
"637,5214522715719"
"637,126724386876"
"636,7224661976051"
"636,9933946100898"
"637,26131413492"
"637,5283388864681"
"637,7708022196817"
"637,3396015168169"
"636,9023212554403"
"636,4686487100324"
"636,0170720212327"
"635,565000800078"
"635,0925977738033"
"634,6386137870725"
"634,207042354524"
"633,7574488138333"
"633,3581405920376"
"632,9555325497655"
"632,5412928543052"
"632,1071393994872"
"631,6751679048787"
"631,2545987197302"
"630,8183191534189"
"630,3986462314581"
"629,9582709787295"
"629,5360854464143"
"629,0978291594021"
"628,6778868755625"
"628,2545906695249"
"627,8495787274658"
"627,4370068102513"
"627,7023664631163"
"627,9096237792261"
"627,4654494636696"
"627,016447425269"
"626,5625514266219"
"626,1216492081801"
"625,6862179047613"
"625,2451113539959"
"624,8038142168518"
"624,3841513165677"
"623,9612025979435"
"623,5961907669678"
"623,2142814164431"
"622,8530542813711"
"622,485495048715"
"622,1226376842083"
"621,7697030556051"
"621,399063086391"
"621,0425009253686"
"620,6829787340922"
"620,3131052107643"
"619,9433468281485"
"619,5919040851901"
"619,2363986289595"
"618,9017549338868"
"618,566932812818"
"618,8973626169167"
"619,2199509323066"
"619,5580027866033"
"619,8534586339996"
"620,1687074731087"
"620,4661686255954"
"620,0751901485972"
"619,69838759442"
"619,3039751643526"
"618,9242228662322"
"618,5236458038881"
"618,1180238492431"
"617,7082305902595"
"617,2999671811258"
"616,8871516689253"
"617,3456672515015"
"617,7595725242828"
"618,1917210662316"
"618,623051265564"
"619,0289376968611"
